project,sample,site,revisit,revisitid,g_hair,u_hair,type,barb,hair_colour,site_id,site_number,site_type,season,revisit_date,revisit_crew,site_name.x,utme,utmn,utm_zone,individual,sex,species,year,Treatment
nt,49917,at09,5,2019at0905,10-Apr,,g,a20,br,2019at09,at09,passive,summer,08/30/2019,"as, km, bc",blair's hole,307603,5808688,10,43440,female,grizzly,2019,Reference
nt,49918,at09,5,2019at0905,10-Apr,>10,both,a22,mixed,2019at09,at09,passive,summer,08/30/2019,"as, km, bc",blair's hole,307603,5808688,10,40020,female,grizzly,2019,Reference
nt,49923,at29,8,2019at2908,10-Apr,>10,both,b7,br,2019at29,at29,passive,fall,09/27/2019,"as, kf, km",fisheries pool 2,698609,5806891,9,40134,male,grizzly,2019,Platform_Drift
nt,49924,at29,8,2019at2908,10-Apr,10-Apr,both,b5,bl,2019at29,at29,passive,fall,09/27/2019,"as, kf, km",fisheries pool 2,698609,5806891,9,49924,male,black,2019,Platform_Drift
nt,49930,at27,4,2019at2704,lots,,both,b13,mixed,2019at27,at27,passive,summer,08/22/2019,"as, km, bc",fisheries pool,698505,5806929,9,49930,female,grizzly,2019,Platform_Drift
nt,49931,at27,4,2019at2704,10-Apr,<10,both,b14,br,2019at27,at27,passive,summer,08/22/2019,"as, km, bc",fisheries pool,698505,5806929,9,49930,female,grizzly,2019,Platform_Drift
nt,49935,at15,4,2019at1504,10-Apr,10-Apr,both,b16,mixed,2019at15,at15,passive,summer,08/20/2019,"km, as",camp creek,301453,5810381,10,43312,female,grizzly,2019,Landbased
nt,49937,at13,6,2019at1306,10-Apr,,g,b5,mixed,2019at13,at13,passive,summer,09/03/2019,"as, km",wood cut road,304271,5810444,10,41396,female,grizzly,2019,Landbased
nt,49949,at01,9,2019at0109,03-Jan,10-Apr,both,a5,br,2019at01,at01,passive,fall,10/02/2019,"as, kf, km",stillwater forest,311025,5803339,10,40201,male,grizzly,2019,Reference
nt,49955,at14,10,2019at1410,>10,10-Apr,both,a17,br,2019at14,at14,passive,fall,10/07/2019,"kf, as, km",atnarko campground beach,302041,5809940,10,41396,female,grizzly,2019,Landbased
nt,49957,at14,10,2019at1410,>10,>10,both,a13,br,2019at14,at14,passive,fall,10/07/2019,"kf, as, km",atnarko campground beach,302041,5809940,10,40051,male,grizzly,2019,Landbased
nt,49959,at01,9,2019at0109,10-Apr,>10,both,a30,br,2019at01,at01,passive,fall,10/02/2019,"as, kf, km",stillwater forest,311025,5803339,10,41393,male,grizzly,2019,Reference
nt,49972,at30,8,2019at3008,>10,>10,both,a19,bl,2019at30,at30,passive,fall,09/27/2019,"kf, km, as",holly's side channel,700379,5805728,9,36523,female,black,2019,Platform_Drift
nt,49976,at16,10,2019at1610,>10,>10,both,a4,br,2019at16,at16,passive,fall,10/08/2019,"kf, as, km",lost hat,300787,5810425,10,17079,female,grizzly,2019,Landbased
nt,49980,at14,4,2019at1404,10-Apr,10-Apr,both,a15,br,2019at14,at14,passive,summer,08/20/2019,"km, as",atnarko campground beach,302041,5809940,10,36879,female,grizzly,2019,Landbased
nt,49982,at20,4,2019at2004,lots,lots,both,21,mixed,2019at20,at20,passive,summer,08/20/2019,"km, as",fish bone,297417,5807661,10,43507,female,black,2019,Landbased
nt,49983,at20,4,2019at2004,>10,,g,33,mixed,2019at20,at20,passive,summer,08/20/2019,"km, as",fish bone,297417,5807661,10,43507,female,black,2019,Landbased
nt,49988,at25,6,2019at2506,10-Apr,,g,b9,bl,2019at25,at25,passive,summer,09/07/2019,"as, km, hw",little tweedsmuir,699677,5805811,9,49988,female,grizzly,2019,Platform_Drift
nt,49994,at16,7,2019at1607,>10,>10,both,b3,mixed,2019at16,at16,passive,summer,09/10/2019,"kf, as, km",lost hat,300787,5810425,10,50552,female,grizzly,2019,Landbased
nt,49998,at25,3,2019at2503,>10,>10,both,a5,mixed,2019at25,at25,passive,summer,08/17/2019,"kf, sh",little tweedsmuir,699677,5805811,9,43332,female,grizzly,2019,Platform_Drift
nt,50258,at16,10,2019at1610,>10,,g,b27,br,2019at16,at16,passive,fall,10/08/2019,"kf, as, km",lost hat,300787,5810425,10,50258,female,grizzly,2019,Landbased
nt,50328,at16,10,2019at1610,>10,,g,b23,mixed,2019at16,at16,passive,fall,10/08/2019,"kf, as, km",lost hat,300787,5810425,10,36879,female,grizzly,2019,Landbased
nt,50364,at07,6,2019at0706,10-Apr,10-Apr,both,a05,br,2019at07,at07,passive,summer,09/06/2019,"jm, qh, de",talus slide,308326,5808239,10,50364,female,grizzly,2019,Reference
nt,50366,at07,6,2019at0706,03-Jan,03-Jan,both,a14,br,2019at07,at07,passive,summer,09/06/2019,"jm, qh, de",talus slide,308326,5808239,10,50366,female,grizzly,2019,Reference
nt,50577,at17,11,2019at1711,lots,lots,both,b44,br,2019at17,at17,passive,fall,10/22/2019,"kf, as, km",bc wrights,299622,5810216,10,50552,female,grizzly,2019,Landbased
nt,52558,at20,1,2019at2001,>10,10-Apr,both,a12,mixed,2019at20,at20,passive,summer,07/30/2019,"kf, rb, as",fish bone,297417,5807661,10,43323,male,grizzly,2019,Landbased
nt,52650,at14,7,2019at1407,10-Apr,>10,both,a51,br,2019at14,at14,passive,summer,09/10/2019,"kf, as, km",atnarko campground beach,302041,5809940,10,40051,male,grizzly,2019,Landbased
nt,52692,at14,7,2019at1407,10-Apr,,g,a42,br,2019at14,at14,passive,summer,09/10/2019,"kf, as, km",atnarko campground beach,302041,5809940,10,40051,male,grizzly,2019,Landbased
nt,52903,at02,10,2019at0210,>10,10-Apr,both,a16,mixed,2019at02,at02,passive,fall,10/16/2019,"kf, as",stillwater falls,310913,5804151,10,43434,female,grizzly,2019,Reference
nt,52905,at14,11,2019at1411,>10,>10,both,a43,br,2019at14,at14,passive,fall,10/22/2019,"kf, as, km",atnarko campground beach,302041,5809940,10,50552,female,grizzly,2019,Landbased
nt,52980,at14,7,2019at1407,10-Apr,,g,b3,mixed,2019at14,at14,passive,summer,09/10/2019,"kf, as, km",atnarko campground beach,302041,5809940,10,40119,female,grizzly,2019,Landbased
nt,52981,at08,6,2019at0806,,>10,u,a6,br,2019at08,at08,passive,summer,09/06/2019,"bw, de, ta, km",63 hole,307975,5808563,10,32294,female,grizzly,2019,Reference
nt,52983,at14,7,2019at1407,>10,,g,b20,bl,2019at14,at14,passive,summer,09/10/2019,"kf, as, km",atnarko campground beach,302041,5809940,10,50552,female,grizzly,2019,Landbased
nt,52985,at28,6,2019at2806,10-Apr,10-Apr,both,a14,bl,2019at28,at28,passive,summer,09/06/2019,"jm, qh, de",sockeye island,306979,5809332,10,50552,female,grizzly,2019,Landbased
nt,52986,at09,6,2019at0906,,>10,u,a17,br,2019at09,at09,passive,summer,09/06/2019,"jm, qh, de",blair's hole,307603,5808688,10,40024,female,grizzly,2019,Reference
nt,52988,at05,10,2019at0510,lots,lots,both,a1,br,2019at05,at05,passive,fall,10/16/2019,"kf, as ",line cabin,309302,5806163,10,52988,female,grizzly,2019,Reference
nt,52989,at05,10,2019at0510,lots,lots,both,a4,br,2019at05,at05,passive,fall,10/16/2019,"kf, as ",line cabin,309302,5806163,10,52988,female,grizzly,2019,Reference
nt,52995,at05,10,2019at0510,10-Apr,10-Apr,both,a6,br,2019at05,at05,passive,fall,10/16/2019,"kf, as ",line cabin,309302,5806163,10,43446,female,grizzly,2019,Reference
nt,55769,at14,7,2019at1407,lots,lots,both,coil 3 o'clock,br,2019at14,at14,passive,summer,09/10/2019,"kf, as, km",atnarko campground beach,302041,5809940,10,50552,female,grizzly,2019,Landbased
nt,55771,at28,6,2019at2806,10-Apr,>10,both,a13,br,2019at28,at28,passive,summer,09/06/2019,"jm, qh, de",sockeye island,306979,5809332,10,50552,female,grizzly,2019,Landbased
nt,57361,at06,10,2021at0610,>10,lots,both,a7,br,2021at06,at06,passive,summer,10/29/2021,"rs, ei, kf",sheep creek,309224,5807406,10,30354,female,grizzly,2021,Reference
nt,57365,at24b,7,2021at24b07,10-Apr,10-Apr,both,b31,br,2021at24b,at24b,passive,summer,09/21/2021,"kf, sm, rs",belarko 2,700555,5805746,9,40108,female,grizzly,2021,Platform_Drift
nt,57376,at05,3,2021at0503,lots,lots,both,a41,br,2021at05,at05,passive,summer,08/24/2021,"nc, sm, ei",line cabin,309292,5806176,10,38818,male,grizzly,2021,Reference
nt,57377,at11,1,2021at1101,03-Jan,03-Jan,both,a2,mixed,2021at11,at11,passive,summer,08/12/2021,"ns, sm, ei, rs",frog water,305584,5809732,10,36879,female,grizzly,2021,Landbased
nt,57380,at16,2,2021at1602,lots,lots,both,b16,br,2021at16,at16,passive,summer,08/11/2021,"ns, sm, ei, rs",lost hat,300800,5810409,10,18237,male,grizzly,2021,Landbased
nt,57382,at16,2,2021at1602,10-Apr,n/a,g,c23,br,2021at16,at16,passive,summer,08/11/2021,"ns, sm, ei, rs",lost hat,300800,5810409,10,36879,female,grizzly,2021,Landbased
nt,58039,at22,12,2019at2212,>10,>10,both,a6,br,2019at22,at22,passive,fall,11/01/2019,"as, kf, km",trolley northside,703795,5805229,9,50552,female,grizzly,2019,Landbased
nt,58237,at10,6,2019at1006,,>10,u,a30,br,2019at10,at10,passive,summer,09/06/2019,"jm, qh, de",billy's cabin,306611,5809269,10,49863,female,grizzly,2019,Landbased
