"","X","year","date","yearweek_ID","site_num","site_name","session_start_time","session_end_time","timestamp_focal.bhv.change","start_time_of_focal","length","file_id","focalbear_event","bear_name","sex","age","agesex","family","yrl_num","coy_num","num_offspring","coarse_code","fine_code","snorkel","carry_to_cover","video_time_behave_change","duration_of_behave","duration_in_seconds","start_time_within_the_minute","total_length_within_focalevent","sexing_comments"
"3448",3448,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:46:00","11:33:18","0:16:12","2020-B0410-13","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,0,0,"","","0:12:57","0:00:16",16,NA,2672,NA
"3449",3449,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:46:00","11:33:18","0:16:12","2020-B0410-13","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,44,"","","0:12:59","0:00:02",2,NA,2672,NA
"3450",3450,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:46:00","11:33:18","0:16:12","2020-B0410-13","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,0,0,"","","0:13:03","0:00:04",4,NA,2672,NA
"3451",3451,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:46:00","11:33:18","0:16:12","2020-B0410-13","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,44,"","","0:13:09","0:00:06",6,NA,2672,NA
"3452",3452,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:47:00","11:33:18","0:16:12","2020-B0410-13","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,0,0,"","","0:14:02","0:00:53",53,NA,2672,NA
"3453",3453,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:47:00","11:33:18","0:16:12","2020-B0410-13","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,44,"","","0:14:06","0:00:04",4,NA,2672,NA
"3454",3454,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:49:00","11:33:18","0:16:12","2020-B0410-13","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,0,0,"","","0:16:01","0:01:55",115,NA,2672,NA
"3455",3455,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:49:00","11:33:18","0:16:12","2020-B0410-13","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,44,"","","0:16:02","0:00:01",1,NA,2672,NA
"3456",3456,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:49:00","11:33:18","0:16:12","2020-B0410-13","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,0,0,"","","0:16:12","0:00:10",10,NA,2672,NA
"3457",3457,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:49:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,0,0,"","","0:00:09","0:00:09",9,NA,2672,NA
"3458",3458,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:50:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,48,"","","0:00:16","0:00:07",7,NA,2672,NA
"3459",3459,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:50:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,0,0,"","","0:00:54","0:00:38",38,NA,2672,NA
"3460",3460,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:50:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,48,"","","0:00:55","0:00:01",1,NA,2672,NA
"3461",3461,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:50:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,200,200,"","","0:01:08","0:00:13",13,NA,2672,NA
"3462",3462,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:50:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,30,31,"","","0:01:10","0:00:02",2,NA,2672,NA
"3463",3463,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:50:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"","","0:01:12","0:00:02",2,NA,2672,NA
"3464",3464,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:51:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,30,31,"","","0:01:19","0:00:07",7,NA,2672,NA
"3465",3465,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:51:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"","","0:01:20","0:00:01",1,NA,2672,NA
"3466",3466,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:51:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,30,31,"","","0:01:22","0:00:02",2,NA,2672,NA
"3467",3467,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:51:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"","","0:01:35","0:00:13",13,NA,2672,NA
"3468",3468,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:51:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,30,31,"","","0:01:36","0:00:01",1,NA,2672,NA
"3469",3469,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:51:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"","","0:01:44","0:00:08",8,NA,2672,NA
"3470",3470,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:51:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,30,31,"","","0:01:45","0:00:01",1,NA,2672,NA
"3471",3471,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:51:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"","","0:01:47","0:00:02",2,NA,2672,NA
"3472",3472,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:51:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,200,200,"","","0:01:54","0:00:07",7,NA,2672,NA
"3473",3473,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:51:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,30,31,"","","0:02:03","0:00:09",9,NA,2672,NA
"3474",3474,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:51:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"","","0:02:10","0:00:07",7,NA,2672,NA
"3475",3475,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:52:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,0,0,"","","0:02:22","0:00:12",12,NA,2672,NA
"3476",3476,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:52:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,200,200,"","","0:02:28","0:00:06",6,NA,2672,NA
"3477",3477,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:52:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,45,"","","0:02:31","0:00:03",3,NA,2672,NA
"3478",3478,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:52:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,30,31,"","","0:02:34","0:00:03",3,NA,2672,NA
"3479",3479,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:52:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"","","0:02:42","0:00:08",8,NA,2672,NA
"3480",3480,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:52:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,30,31,"","","0:02:48","0:00:06",6,NA,2672,NA
"3481",3481,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:52:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"","","0:02:51","0:00:03",3,NA,2672,NA
"3482",3482,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:52:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,45,"","","0:02:52","0:00:01",1,NA,2672,NA
"3483",3483,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:52:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,30,31,"","","0:02:54","0:00:02",2,NA,2672,NA
"3484",3484,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:52:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"","","0:03:04","0:00:10",10,NA,2672,NA
"3485",3485,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:52:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,45,"","","0:03:08","0:00:04",4,NA,2672,NA
"3486",3486,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:52:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,30,31,"","","0:03:13","0:00:05",5,NA,2672,NA
"3487",3487,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:53:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"","","0:03:16","0:00:03",3,NA,2672,NA
"3488",3488,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:53:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,45,"","","0:03:18","0:00:02",2,NA,2672,NA
"3489",3489,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:53:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,30,31,"","","0:03:37","0:00:19",19,NA,2672,NA
"3490",3490,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:53:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,200,200,"","","0:03:43","0:00:06",6,NA,2672,NA
"3491",3491,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:53:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"y","","0:03:52","0:00:09",9,NA,2672,NA
"3492",3492,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:53:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,45,"","","0:03:53","0:00:01",1,NA,2672,NA
"3493",3493,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:53:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"y","","0:03:58","0:00:05",5,NA,2672,NA
"3494",3494,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:53:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,43,"","","0:04:01","0:00:03",3,NA,2672,NA
"3495",3495,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:55:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,44,"","","0:05:35","0:01:34",94,NA,2672,NA
"3496",3496,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:55:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"y","","0:05:41","0:00:06",6,NA,2672,NA
"3497",3497,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:55:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,200,200,"","","0:05:45","0:00:04",4,NA,2672,NA
"3498",3498,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:55:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"y","","0:05:52","0:00:07",7,NA,2672,NA
"3499",3499,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:55:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,200,200,"","","0:05:54","0:00:02",2,NA,2672,NA
"3500",3500,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:55:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"y","","0:05:56","0:00:02",2,NA,2672,NA
"3501",3501,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:55:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,47,"","","0:06:01","0:00:05",5,NA,2672,NA
"3502",3502,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:55:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,0,0,"","","0:06:03","0:00:02",2,NA,2672,NA
"3503",3503,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:56:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,48,"","","0:06:53","0:00:50",50,NA,2672,NA
"3504",3504,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:56:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"y ","","0:07:03","0:00:10",10,NA,2672,NA
"3505",3505,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:56:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,45,"","","0:07:06","0:00:03",3,NA,2672,NA
"3506",3506,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:57:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,46,"","","0:08:04","0:00:58",58,NA,2672,NA
"3507",3507,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:57:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"y","","0:08:12","0:00:08",8,NA,2672,NA
"3508",3508,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:58:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,30,32,"","","0:08:14","0:00:02",2,NA,2672,NA
"3509",3509,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:58:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,45,"","","0:08:15","0:00:01",1,NA,2672,NA
"3510",3510,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:58:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"y","","0:08:22","0:00:07",7,NA,2672,NA
"3511",3511,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:58:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,45,"","","0:08:23","0:00:01",1,NA,2672,NA
"3512",3512,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:58:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"y","","0:08:25","0:00:02",2,NA,2672,NA
"3513",3513,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:58:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,0,0,"","","0:08:28","0:00:03",3,NA,2672,NA
"3514",3514,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:58:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"y","","0:08:29","0:00:01",1,NA,2672,NA
"3515",3515,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:58:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,45,"","","0:08:33","0:00:04",4,NA,2672,NA
"3516",3516,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:58:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,30,31,"","","0:08:40","0:00:07",7,NA,2672,NA
"3517",3517,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:58:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,0,0,"","","0:08:45","0:00:05",5,NA,2672,NA
"3518",3518,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:58:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"y","","0:08:57","0:00:12",12,NA,2672,NA
"3519",3519,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:58:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,45,"","","0:08:59","0:00:02",2,NA,2672,NA
"3520",3520,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:58:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"y","","0:09:03","0:00:04",4,NA,2672,NA
"3521",3521,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:58:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,45,"","","0:09:06","0:00:03",3,NA,2672,NA
"3522",3522,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:58:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"y","","0:09:10","0:00:04",4,NA,2672,NA
"3523",3523,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:59:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,0,0,"","","0:09:15","0:00:05",5,NA,2672,NA
"3524",3524,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:59:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"y","","0:09:27","0:00:12",12,NA,2672,NA
"3525",3525,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:59:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,30,31,"","","0:09:28","0:00:01",1,NA,2672,NA
"3526",3526,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:59:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"y","","0:09:43","0:00:15",15,NA,2672,NA
"3527",3527,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:59:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,200,200,"","","0:09:45","0:00:02",2,NA,2672,NA
"3528",3528,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:59:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"y","","0:09:59","0:00:14",14,NA,2672,NA
"3529",3529,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:59:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,200,200,"","","0:10:01","0:00:02",2,NA,2672,NA
"3530",3530,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:59:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"y","","0:10:06","0:00:05",5,NA,2672,NA
"3531",3531,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:59:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,47,"","","0:10:09","0:00:03",3,NA,2672,NA
"3532",3532,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 11:59:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"y","","0:10:13","0:00:04",4,NA,2672,NA
"3533",3533,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 12:00:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,45,"","","0:10:15","0:00:02",2,NA,2672,NA
"3534",3534,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 12:00:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"y","","0:10:20","0:00:05",5,NA,2672,NA
"3535",3535,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 12:00:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,45,"","","0:10:21","0:00:01",1,NA,2672,NA
"3536",3536,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 12:00:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,40,41,"y","","0:10:26","0:00:05",5,NA,2672,NA
"3537",3537,2020,"2020-09-07",202037,"B04","BELARKO","6:45:00","20:00:00","2020-09-07 12:00:00","11:49:46","0:21:35","2020-B0410-14","2020_B0410_FCL4","DARKMAMA(?)","FWY","ADULT","Female with young","Y",0,0,0,30,31,"","","0:10:28","0:00:02",2,NA,2672,NA
