"","X","year","date","yearweek_ID","site_num","site_name","session_start_time","session_end_time","timestamp_focal.bhv.change","start_time_of_focal","length","file_id","focalbear_event","bear_name","sex","age","agesex","family","yrl_num","coy_num","num_offspring","coarse_code","fine_code","snorkel","carry_to_cover","video_time_behave_change","duration_of_behave","duration_in_seconds","start_time_within_the_minute","total_length_within_focalevent","sexing_comments"
"6438",6440,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:36:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,45,"","","0:06:10","0:00:02",2,NA,2718,NA
"6439",6441,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:36:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:06:15","0:00:05",5,NA,2718,NA
"6440",6442,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:36:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,45,"","","0:06:17","0:00:02",2,NA,2718,NA
"6441",6443,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:36:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:06:23","0:00:06",6,NA,2718,NA
"6442",6444,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:36:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,45,"","","0:06:25","0:00:02",2,NA,2718,NA
"6443",6445,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:36:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"","","0:06:33","0:00:08",8,NA,2718,NA
"6444",6446,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:38:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:07:45","0:01:12",72,NA,2718,NA
"6445",6447,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:38:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,30,31,"","","0:07:47","0:00:02",2,NA,2718,NA
"6446",6448,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:38:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:08:09","0:00:22",22,NA,2718,NA
"6447",6449,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:38:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"y","","0:08:18","0:00:09",9,NA,2718,NA
"6448",6450,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:38:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,45,"","","0:08:26","0:00:08",8,NA,2718,NA
"6449",6451,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:39:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,46,"","","0:09:32","0:01:06",66,NA,2718,NA
"6450",6452,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:40:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:09:43","0:00:11",11,NA,2718,NA
"6451",6453,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:40:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"","","0:09:50","0:00:07",7,NA,2718,NA
"6452",6454,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:40:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,45,"","","0:09:52","0:00:02",2,NA,2718,NA
"6453",6455,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:42:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,46,"","","0:12:29","0:02:37",157,NA,2718,NA
"6454",6456,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:42:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,45,"","","0:12:33","0:00:04",4,NA,2718,NA
"6455",6457,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:42:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:12:37","0:00:04",4,NA,2718,NA
"6456",6458,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:42:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"y","","0:12:40","0:00:03",3,NA,2718,NA
"6457",6459,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:43:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:12:42","0:00:02",2,NA,2718,NA
"6458",6460,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:43:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"y","","0:12:48","0:00:06",6,NA,2718,NA
"6459",6461,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:43:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:12:50","0:00:02",2,NA,2718,NA
"6460",6462,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:43:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"y","","0:12:54","0:00:04",4,NA,2718,NA
"6461",6463,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:43:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,45,"","","0:13:00","0:00:06",6,NA,2718,NA
"6462",6464,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:43:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,46,"","","0:13:32","0:00:32",32,NA,2718,NA
"6463",6465,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:43:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:13:39","0:00:07",7,NA,2718,NA
"6464",6466,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:44:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,45,"","","0:13:42","0:00:03",3,NA,2718,NA
"6465",6467,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:44:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:13:48","0:00:06",6,NA,2718,NA
"6466",6468,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:44:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"","","0:13:51","0:00:03",3,NA,2718,NA
"6467",6469,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:44:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,45,"","","0:13:53","0:00:02",2,NA,2718,NA
"6468",6470,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:44:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"","","0:14:14","0:00:21",21,NA,2718,NA
"6469",6471,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:44:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:14:26","0:00:12",12,NA,2718,NA
"6470",6472,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:44:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,45,"","","0:14:30","0:00:04",4,NA,2718,NA
"6471",6473,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:45:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:14:54","0:00:24",24,NA,2718,NA
"6472",6474,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:45:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"y","","0:15:02","0:00:08",8,NA,2718,NA
"6473",6475,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:45:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,0,0,"","","0:15:12","0:00:10",10,NA,2718,NA
"6474",6476,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:45:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"y","","0:15:22","0:00:10",10,NA,2718,NA
"6475",6477,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:45:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:15:27","0:00:05",5,NA,2718,NA
"6476",6478,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:45:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"y","","0:15:28","0:00:01",1,NA,2718,NA
"6477",6479,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:45:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:15:34","0:00:06",6,NA,2718,NA
"6478",6480,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:45:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"y","","0:15:37","0:00:03",3,NA,2718,NA
"6479",6481,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:46:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"","","0:15:59","0:00:22",22,NA,2718,NA
"6480",6482,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:46:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,42,"","","0:16:05","0:00:06",6,NA,2718,NA
"6481",6483,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:46:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,43,"","","0:16:22","0:00:17",17,NA,2718,NA
"6482",6484,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:49:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,44,"","","0:19:12","0:02:50",170,NA,2718,NA
"6483",6485,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:49:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:19:36","0:00:24",24,NA,2718,NA
"6484",6486,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:49:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,42,"","","0:19:39","0:00:03",3,NA,2718,NA
"6485",6487,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:50:00","18:30:18","0:20:00","2020-B0102-02","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,43,"","","0:20:00","0:00:21",21,NA,2718,NA
"6486",6488,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:50:00","18:50:22","0:00:38","2020-B0102-03","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,43,"","y","0:00:17"," 0:00:17",17,NA,2718,NA
"6487",6489,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:51:00","18:50:22","0:00:38","2020-B0102-03","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,0,0,"","","0:00:38","0:00:38",38,NA,2718,NA
"6488",6490,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:55:00","18:54:32","0:07:27","2020-B0102-04","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:00:29","0:00:29",29,NA,2718,NA
"6489",6491,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:55:00","18:54:32","0:07:27","2020-B0102-04","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"","","0:00:34","0:00:05",5,NA,2718,NA
"6490",6492,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:55:00","18:54:32","0:07:27","2020-B0102-04","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,42,"","","0:00:36","0:00:02",2,NA,2718,NA
"6491",6493,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:55:00","18:54:32","0:07:27","2020-B0102-04","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"","","0:00:42","0:00:06",6,NA,2718,NA
"6492",6494,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:55:00","18:54:32","0:07:27","2020-B0102-04","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,42,"","","0:00:44","0:00:02",2,NA,2718,NA
"6493",6495,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:55:00","18:54:32","0:07:27","2020-B0102-04","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"","","0:00:53","0:00:09",9,NA,2718,NA
"6494",6496,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:55:00","18:54:32","0:07:27","2020-B0102-04","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,45,"","","0:00:55","0:00:02",2,NA,2718,NA
"6495",6497,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:58:00","18:54:32","0:07:27","2020-B0102-04","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,46,"","","0:04:12","0:03:17",197,NA,2718,NA
"6496",6498,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:58:00","18:54:32","0:07:27","2020-B0102-04","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,0,0,"","","0:04:26","0:00:14",14,NA,2718,NA
"6497",6499,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:59:00","18:54:32","0:07:27","2020-B0102-04","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,46,"","","0:05:04","0:00:38",38,NA,2718,NA
"6498",6500,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:59:00","18:54:32","0:07:27","2020-B0102-04","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:05:10","0:00:06",6,NA,2718,NA
"6499",6501,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 18:59:00","18:54:32","0:07:27","2020-B0102-04","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"","","0:05:27","0:00:17",17,NA,2718,NA
"6500",6502,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 19:00:00","18:54:32","0:07:27","2020-B0102-04","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:05:29","0:00:02",2,NA,2718,NA
"6501",6503,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 19:01:00","18:54:32","0:07:27","2020-B0102-04","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"","","0:06:30","0:01:01",61,NA,2718,NA
"6502",6504,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 19:01:00","18:54:32","0:07:27","2020-B0102-04","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:07:08","0:00:38",38,NA,2718,NA
"6503",6505,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 19:01:00","18:54:32","0:07:27","2020-B0102-04","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,0,0,"","","0:07:27","0:00:19",19,NA,2718,NA
"6504",6506,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 19:03:00","19:03:34","0:04:49","2020-B0102-05","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"y","","0:00:02","0:00:02",2,NA,2718,NA
"6505",6507,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 19:03:00","19:03:34","0:04:49","2020-B0102-05","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:00:11","0:00:09",9,NA,2718,NA
"6506",6508,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 19:03:00","19:03:34","0:04:49","2020-B0102-05","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"y","","0:00:14","0:00:03",3,NA,2718,NA
"6507",6509,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 19:04:00","19:03:34","0:04:49","2020-B0102-05","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:00:36","0:00:22",22,NA,2718,NA
"6508",6510,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 19:04:00","19:03:34","0:04:49","2020-B0102-05","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"y","","0:00:38","0:00:02",2,NA,2718,NA
"6509",6511,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 19:04:00","19:03:34","0:04:49","2020-B0102-05","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:00:43","0:00:05",5,NA,2718,NA
"6510",6512,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 19:04:00","19:03:34","0:04:49","2020-B0102-05","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"y","","0:00:47","0:00:04",4,NA,2718,NA
"6511",6513,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 19:04:00","19:03:34","0:04:49","2020-B0102-05","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:00:53","0:00:06",6,NA,2718,NA
"6512",6514,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 19:04:00","19:03:34","0:04:49","2020-B0102-05","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"y","","0:00:58","0:00:05",5,NA,2718,NA
"6513",6515,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 19:04:00","19:03:34","0:04:49","2020-B0102-05","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:01:01","0:00:03",3,NA,2718,NA
"6514",6516,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 19:04:00","19:03:34","0:04:49","2020-B0102-05","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"y","","0:01:09","0:00:08",8,NA,2718,NA
"6515",6517,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 19:04:00","19:03:34","0:04:49","2020-B0102-05","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,45,"","","0:01:17","0:00:08",8,NA,2718,NA
"6516",6518,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 19:07:00","19:03:34","0:04:49","2020-B0102-05","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,46,"","","0:03:50","0:02:33",153,NA,2718,NA
"6517",6519,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 19:07:00","19:03:34","0:04:49","2020-B0102-05","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:04:15","0:00:25",25,NA,2718,NA
"6518",6520,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 19:07:00","19:03:34","0:04:49","2020-B0102-05","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"y","","0:04:19","0:00:04",4,NA,2718,NA
"6519",6521,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 19:08:00","19:03:34","0:04:49","2020-B0102-05","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:04:28","0:00:09",9,NA,2718,NA
"6520",6522,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 19:08:00","19:03:34","0:04:49","2020-B0102-05","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,40,41,"y","","0:04:32","0:00:04",4,NA,2718,NA
"6521",6523,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 19:08:00","19:03:34","0:04:49","2020-B0102-05","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,200,200,"","","0:04:34","0:00:02",2,NA,2718,NA
"6522",6524,2020,"2020-09-08",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-07 19:08:00","19:03:34","0:04:49","2020-B0102-05","2020_B0102_FCL1","CHOMP","F","ADULT","Adult female","N",0,0,0,0,0,"","","0:04:49","0:00:15",15,NA,2718,NA
"6523",6525,2020,"2020-09-10",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-09 20:01:00","20:01:16","0:08:42","2020-B0103-01","2020_B0103_FCL1","FISHER","U","SUBADULT","Subadult","N",0,0,0,0,0,"","","0:00:04","0:00:04",4,NA,522,""
"6524",6526,2020,"2020-09-10",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-09 20:01:00","20:01:16","0:08:42","2020-B0103-01","2020_B0103_FCL1","FISHER","U","SUBADULT","Subadult","N",0,0,0,40,43,"","","0:00:10","0:00:06",6,NA,522,""
"6525",6527,2020,"2020-09-10",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-09 20:02:00","20:01:16","0:08:42","2020-B0103-01","2020_B0103_FCL1","FISHER","U","SUBADULT","Subadult","N",0,0,0,40,44,"","","0:01:42","0:01:32",92,NA,522,""
"6526",6528,2020,"2020-09-10",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-09 20:03:00","20:01:16","0:08:42","2020-B0103-01","2020_B0103_FCL1","FISHER","U","SUBADULT","Subadult","N",0,0,0,30,32,"","","0:01:45","0:00:03",3,NA,522,""
"6527",6529,2020,"2020-09-10",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-09 20:03:00","20:01:16","0:08:42","2020-B0103-01","2020_B0103_FCL1","FISHER","U","SUBADULT","Subadult","N",0,0,0,40,44,"","","0:02:23","0:00:38",38,NA,522,""
"6528",6530,2020,"2020-09-10",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-09 20:03:00","20:01:16","0:08:42","2020-B0103-01","2020_B0103_FCL1","FISHER","U","SUBADULT","Subadult","N",0,0,0,200,200,"","","0:02:30","0:00:07",7,NA,522,""
"6529",6531,2020,"2020-09-10",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-09 20:03:00","20:01:16","0:08:42","2020-B0103-01","2020_B0103_FCL1","FISHER","U","SUBADULT","Subadult","N",0,0,0,0,0,"","","0:02:38","0:00:08",8,NA,522,""
"6530",6532,2020,"2020-09-10",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-09 20:03:00","20:01:16","0:08:42","2020-B0103-01","2020_B0103_FCL1","FISHER","U","SUBADULT","Subadult","N",0,0,0,200,200,"","","0:02:41","0:00:03",3,NA,522,""
"6531",6533,2020,"2020-09-10",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-09 20:04:00","20:01:16","0:08:42","2020-B0103-01","2020_B0103_FCL1","FISHER","U","SUBADULT","Subadult","N",0,0,0,30,31,"","","0:02:47","0:00:06",6,NA,522,""
"6532",6534,2020,"2020-09-10",202037,"B01","FISHERIES POOL",NA,NA,"2020-09-09 20:04:00","20:01:16","0:08:42","2020-B0103-01","2020_B0103_FCL1","FISHER","U","SUBADULT","Subadult","N",0,0,0,200,200,"","","0:02:52","0:00:05",5,NA,522,""
